SBRN,Hospital,FieldItemMasterNumber,Part Name,Part Description,Unit of Measure,Classification,Manufacturer Name,Vendor Name,Vendor Contact Info,Vendor Part Number,Catalog Number,Price,Lot Number,Batch Number,Expiration Date,Recall Status,Purchase Order Number,Purchase Date,Order Status,QtyOnOrder,OnHandQty,Location,NationalItemMasterId,DataQualityFlags,HumanReviewRequired
SBRN0204,Hospital A,VH37271D,Compression Bandage,Compression Bandage - Imported,EA,Surgical,SurgiTech LLC,GlobalMed,570699,VP-7596,CAT-39031,1161.86,LOT-60777,BATCH-3775,2021-04-29,None,PO-503571,2022-12-09,Pending,159,45,Surgery Closet,NIM-COMPRESSION-BANDAGE,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0205,Hospital A,VH37271D,Compression Bandage,Compression Bandage - Imported,EA,Surgical,SurgiTech LLC,GlobalMed,570699,VP-7596,CAT-39031,1161.86,LOT-60777,BATCH-3775,2021-04-29,None,PO-503571,2022-12-09,Pending,159,45,Surgery Closet,NIM-COMPRESSION-BANDAGE,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0206,Hospital A,VH37271D,Compression Bandage,Compression Bandage - Imported,EA,Surgical,SurgiTech LLC,GlobalMed,570699,VP-7596,CAT-39031,1161.86,LOT-60777,BATCH-3775,2021-04-29,None,PO-503571,2022-12-09,Pending,159,45,Surgery Closet,NIM-COMPRESSION-BANDAGE,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0207,Hospital A,VH37271D,Compression Bandage,Compression Bandage - Imported,EA,Surgical,SurgiTech LLC,GlobalMed,570699,VP-7596,CAT-39031,1161.86,LOT-60777,BATCH-3775,2021-04-29,None,PO-503571,2022-12-09,Pending,159,45,Surgery Closet,NIM-COMPRESSION-BANDAGE,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0208,Hospital A,BR6888EV,Compression Bandage,Compression Bandage - Standard,PACK,Supply,HealthCorp Intl,GlobalMed,175657,VP-4097,CAT-76573,1395.69,LOT-38989,BATCH-3247,2023-11-30,Monitoring,PO-589694,2020-05-09,Delivered,188,640,Main Warehouse,NIM-COMPRESSION-BANDAGE,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0209,Hospital A,BR6888EV,Compression Bandage,Compression Bandage - Standard,PACK,Supply,HealthCorp Intl,GlobalMed,175657,VP-4097,CAT-76573,1395.69,LOT-38989,BATCH-3247,2023-11-30,Monitoring,PO-589694,2020-05-09,Delivered,188,640,Main Warehouse,NIM-COMPRESSION-BANDAGE,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0210,Hospital A,BR6888EV,Compression Bandage,Compression Bandage - Standard,PACK,Supply,HealthCorp Intl,GlobalMed,175657,VP-4097,CAT-76573,1395.69,LOT-38989,BATCH-3247,2023-11-30,Monitoring,PO-589694,2020-05-09,Delivered,188,640,Main Warehouse,NIM-COMPRESSION-BANDAGE,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0211,Hospital A,YN9826XZ,Compression Bandage,Compression Bandage - Standard,PACK,Implant,SurgiTech LLC,GlobalMed,891928,VP-2047,CAT-12558,272.56,LOT-37123,BATCH-7337,2026-11-02,Monitoring,PO-760054,2022-08-19,Canceled,105,30,ER Supply Room,NIM-COMPRESSION-BANDAGE,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN0212,Hospital A,YN9826XZ,Compression Bandage,Compression Bandage - Standard,PACK,Implant,SurgiTech LLC,GlobalMed,891928,VP-2047,CAT-12558,272.56,LOT-37123,BATCH-7337,2026-11-02,Monitoring,PO-760054,2022-08-19,Canceled,105,30,ER Supply Room,NIM-COMPRESSION-BANDAGE,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN0213,Hospital A,NB1565G4,Compression Bandage,Compression Bandage - Premium,UNIT,Pharmaceutical,MedSupply Corp,HealthEquip Direct,294006,VP-7161,CAT-70246,708.29,LOT-65341,BATCH-5011,2028-06-04,Active,PO-165469,2023-06-02,Pending,16,45,ER Supply Room,NIM-COMPRESSION-BANDAGE,,False
SBRN0214,Hospital A,NB1565G4,Compression Bandage,Compression Bandage - Premium,UNIT,Pharmaceutical,MedSupply Corp,HealthEquip Direct,294006,VP-7161,CAT-70246,708.29,LOT-65341,BATCH-5011,2028-06-04,Active,PO-165469,2023-06-02,Pending,16,45,ER Supply Room,NIM-COMPRESSION-BANDAGE,,False
SBRN0215,Hospital A,NB1565G4,Compression Bandage,Compression Bandage - Premium,UNIT,Pharmaceutical,MedSupply Corp,HealthEquip Direct,294006,VP-7161,CAT-70246,708.29,LOT-65341,BATCH-5011,2028-06-04,Active,PO-165469,2023-06-02,Pending,16,45,ER Supply Room,NIM-COMPRESSION-BANDAGE,,False
SBRN0216,Hospital A,IQ1720N2,IV Bag 500ml,IV Bag 500ml - Generic,BAG,Medical,HealthCorp Intl,MedLogix,366131,VP-4698,CAT-31660,1174.07,LOT-92939,BATCH-9483,2028-04-04,Active,PO-686602,2020-12-10,Canceled,148,44,Pharmacy Storage,NIM-IV-BAG-500ML,,False
SBRN0217,Hospital A,IQ1720N2,IV Bag 500ml,IV Bag 500ml - Generic,BAG,Medical,HealthCorp Intl,MedLogix,366131,VP-4698,CAT-31660,1174.07,LOT-92939,BATCH-9483,2028-04-04,Active,PO-686602,2020-12-10,Canceled,148,44,Pharmacy Storage,NIM-IV-BAG-500ML,,False
SBRN0218,Hospital A,IQ1720N2,IV Bag 500ml,IV Bag 50ml - Generic,BAG,Medical,HealthCorp Intl,MedLogix,366131,VP-4698,CAT-31660,1174.07,LOT-92939,BATCH-9483,2028-04-04,Active,PO-686602,2020-12-10,Canceled,148,44,Pharmacy Storage,NIM-IV-BAG-500ML,,False
SBRN0219,Hospital A,LJ8490BS,IV Bag 500ml,IV Bag 500ml - Standard,BAG,Supply,MedSupply Corp,United Medical Suppliers,245813,VP-9159,CAT-41233,1486.42,LOT-43836,BATCH-9774,2027-08-18,None,PO-620321,2022-06-09,Canceled,28,75,ER Supply Room,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0220,Hospital A,LJ8490BS,IV Bag 500ml,IV Bag 500ml - Standard,BAG,Supply,MedSupply Corp,United Medical Suppliers,245813,VP-9159,CAT-41233,1486.42,LOT-43836,BATCH-9774,2027-08-18,None,PO-620321,2022-06-09,Canceled,28,75,ER Supply Room,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0221,Hospital A,LJ8490BS,IV Bag 500ml,IV Bag 500ml - Standard,BAG,Supply,MedSupply Corp,United Medical Suppliers,245813,VP-9159,CAT-41233,1486.42,LOT-43836,BATCH-9774,2027-08-18,None,PO-620321,2022-06-09,Canceled,28,75,ER Supply Room,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0222,Hospital A,LJ8490BS,IV Bag 500ml,IV Bag 500ml - Standard,BAG,Supply,MedSupply Corp,United Medical Suppliers,245813,VP-9159,CAT-41233,1486.42,LOT-43836,BATCH-9774,2027-08-18,None,PO-620321,2022-06-09,Canceled,28,75,ER Supply Room,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0223,Hospital A,LJ8490BS,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Implant,HealthCorp Intl,United Medical Suppliers,853857,VP-1227,CAT-87152,1115.04,LOT-35964,BATCH-9336,2023-01-02,None,PO-289448,2021-02-24,Delivered,142,2,Pharmacy Storage,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN0224,Hospital A,LU4108Z6,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Supply,HealthCorp Intl,GlobalMed,181748,VP-3981,CAT-75622,577.2,LOT-20183,BATCH-3482,2026-01-25,Active,PO-971299,2021-12-09,Canceled,9,40,Receiving Dock,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN0225,Hospital A,LU4108Z6,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Supply,HealthCorp Intl,GlobalMed,181748,VP-3981,CAT-75622,577.2,LOT-20183,BATCH-3482,2026-01-25,Active,PO-971299,2021-12-09,Canceled,9,40,Receiving Dock,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN0226,Hospital A,LU4108Z6,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Supply,HealthCorp Intl,GlobalMed,181748,VP-3981,CAT-75622,577.2,LOT-20183,BATCH-3482,2026-01-25,Active,PO-971299,2021-12-09,Canceled,9,40,Receiving Dock,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN0227,Hospital A,LU4108Z6,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Supply,HealthCorp Intl,GlobalMed,181748,VP-3981,CAT-75622,577.2,LOT-20183,BATCH-3482,2026-01-25,Active,PO-971299,2021-12-09,Canceled,9,40,Receiving Dock,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN0228,Hospital A,QL2442X8,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Implant,SurgiTech LLC,GlobalMed,769808,VP-5628,CAT-66816,992.4,LOT-60850,BATCH-9403,2025-04-16,Monitoring,PO-356605,2021-10-07,Canceled,112,16,Pharmacy Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0229,Hospital A,QL2442X8,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Implant,SurgiTech LLC,GlobalMed,769808,VP-5628,CAT-66816,992.4,LOT-60850,BATCH-9403,2025-04-16,Monitoring,PO-356605,2021-10-07,Canceled,112,16,Pharmacy Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0230,Hospital A,QL2442X8,IV Bag 500ml,IV Bag 500ml - Generic,BOX,Implant,SurgiTech LLC,GlobalMed,769808,VP-5628,CAT-66816,992.4,LOT-60850,BATCH-9403,2025-04-16,Monitoring,PO-356605,2021-10-07,Canceled,112,16,Pharmacy Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0231,Hospital A,UW1644DT,IV Bag 500ml,IV Bag 500ml - Standard,BOX,Supply,MedSupply Corp,GlobalMed,699721,VP-4673,CAT-28632,841.68,LOT-53712,BATCH-6994,2020-02-16,Active,PO-868709,2024-07-05,Pending,58,384,Surgery Closet,NIM-IV-BAG-500ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0232,Hospital A,UW1644DT,IV Bag 500ml,IV Bag 500ml - Standard,BOX,Supply,MedSupply Corp,GlobalMed,699721,VP-4673,CAT-28632,841.68,LOT-53712,BATCH-6994,2020-02-16,Active,PO-868709,2024-07-05,Pending,58,384,Surgery Closet,NIM-IV-BAG-500ML,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0233,Hospital A,VV29624E,IV Bag 500ml,IV Bag 500ml - Premium,BOX,Supply,MedSupply Corp,HealthEquip Direct,493310,VP-5824,CAT-91429,1224.35,LOT-54994,BATCH-4973,2025-08-07,Monitoring,PO-221740,2025-10-28,Delivered,108,9,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0234,Hospital A,VV29624E,IV Bag 500ml,IV Bag 500ml - Premium,BOX,Supply,MedSupply Corp,HealthEquip Direct,493310,VP-5824,CAT-91429,1224.35,LOT-54994,BATCH-4973,2025-08-07,Monitoring,PO-221740,2025-10-28,Delivered,108,9,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0235,Hospital A,VV29624E,IV Bag 500ml,IV Bag 500ml - Premium,BOX,Supply,MedSupply Corp,HealthEquip Direct,493310,VP-5824,CAT-91429,1224.35,LOT-54994,BATCH-4973,2025-08-07,Monitoring,PO-221740,2025-10-28,Delivered,108,9,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0236,Hospital A,FR2962MK,IV Bag 500ml,IV Bag 500ml - Standard,EA,Implant,MedSupply Corp,United Medical Suppliers,301343,VP-1116,CAT-13097,375.49,LOT-96417,BATCH-2150,2025-07-26,None,PO-298649,2022-12-14,Canceled,4,6,Surgery Closet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN0237,Hospital A,FR2962MK,IV Bag 500ml,IV Bag 500ml - Standard,EA,Implant,MedSupply Corp,United Medical Suppliers,301343,VP-1116,CAT-13097,375.49,LOT-96417,BATCH-2150,2025-07-26,None,PO-298649,2022-12-14,Canceled,4,6,Surgery Closet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN0238,Hospital A,FR2962MK,IV Bag 500ml,IV Bag 500ml - Standard,EA,Implant,MedSupply Corp,United Medical Suppliers,301343,VP-1116,CAT-13097,375.49,LOT-96417,BATCH-2150,2025-07-26,None,PO-298649,2022-12-14,Canceled,4,6,Surgery Closet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN0239,Hospital A,UV53950K,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Implant,MedSupply Corp,MedLogix,530781,VP-7556,CAT-92306,94.32,LOT-37325,BATCH-4237,2023-02-15,Monitoring,PO-212772,2022-07-04,Delivered,135,207,ICU Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0240,Hospital A,UV53950K,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Implant,MedSupply Corp,MedLogix,530781,VP-7556,CAT-92306,94.32,LOT-37325,BATCH-4237,2023-02-15,Monitoring,PO-212772,2022-07-04,Delivered,135,207,ICU Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0241,Hospital A,UV53950K,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Implant,MedSupply Corp,MedLogix,530781,VP-7556,CAT-92306,94.32,LOT-37325,BATCH-4237,2023-02-15,Monitoring,PO-212772,2022-07-04,Delivered,135,207,ICU Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0242,Hospital A,UV53950K,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Implant,MedSupply Corp,MedLogix,530781,VP-7556,CAT-92306,94.32,LOT-37325,BATCH-4237,2023-02-15,Monitoring,PO-212772,2022-07-04,Delivered,135,207,ICU Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0243,Hospital A,UV53950K,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Implant,MedSupply Corp,MedLogix,530781,VP-7556,CAT-92306,94.32,LOT-37325,BATCH-4237,2023-02-15,Monitoring,PO-212772,2022-07-04,Delivered,135,207,ICU Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0244,Hospital A,UV53950K,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Implant,MedSupply Corp,MedLogix,530781,VP-7556,CAT-92306,94.32,LOT-37325,BATCH-4237,2023-02-15,Monitoring,PO-212772,2022-07-04,Delivered,135,207,ICU Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0245,Hospital A,UW1644DT,IV Bag 500ml,IV Bag 500ml - Imported,UNIT,Supply,MedSupply Corp,GlobalMed,186962,VP-1516,CAT-72650,9.83,LOT-66789,BATCH-4081,2024-08-21,Monitoring,PO-293304,2024-02-15,Pending,189,177,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0246,Hospital A,UW1644DT,IV Bag 500ml,IV Bag 500ml - Imported,UNIT,Supply,MedSupply Corp,GlobalMed,186962,VP-1516,CAT-72650,9.83,LOT-66789,BATCH-4081,2024-08-21,Monitoring,PO-293304,2024-02-15,Pending,189,177,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN0247,Hospital A,QJ11272I,Thermometer Digital,Thermometer Digital - Premium,BAG,Medical,MedSupply Corp,GlobalMed,983240,VP-4357,CAT-98014,679.59,LOT-89119,BATCH-5492,2022-09-17,Active,PO-719954,2021-11-15,Delivered,48,7,ER Supply Room,NIM-THERMOMETER-DIGITAL,EXPIRED_ITEM_FLAG;PART_NAME_DERIVED_FROM_DESCRIPTION,False
SBRN0248,Hospital A,PZ786862,Blood Pressure Cuff,Blood Pressure Cuff - Premium,PACK,Implant,SurgiTech LLC,HealthEquip Direct,527386,VP-4469,CAT-88159,1136.8,LOT-43728,BATCH-7743,2027-05-02,None,PO-367616,2026-08-05,Delivered,82,189,Surgery Closet,NIM-BLOOD-PRESSURE-CUFF,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;PART_NAME_DERIVED_FROM_DESCRIPTION,False
SBRN0249,Hospital A,AZ2519G1,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Supply,MedSupply Corp,HealthEquip Direct,386522,VP-2212,CAT-17511,409.05,LOT-18683,BATCH-6525,2025-04-11,None,PO-981275,2027-12-14,Pending,130,7,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0250,Hospital A,AZ2519G1,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Supply,MedSupply Corp,HealthEquip Direct,386522,VP-2212,CAT-17511,409.05,LOT-18683,BATCH-6525,2025-04-11,None,PO-981275,2027-12-14,Pending,130,7,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN0251,Hospital A,FU2970ZP,Scalpel Size 10,Scalpel Size 10 - Premium,BAG,Surgical,MedSupply Corp,HealthEquip Direct,571382,VP-6243,CAT-53121,841.09,LOT-47776,BATCH-3521,2027-10-23,None,PO-860935,2023-01-12,Pending,5,17,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0252,Hospital A,FU2970ZP,Scalpel Size 10,Scalpel Size 10 - Premium,BAG,Surgical,MedSupply Corp,HealthEquip Direct,571382,VP-6243,CAT-53121,841.09,LOT-47776,BATCH-3521,2027-10-23,None,PO-860935,2023-01-12,Pending,5,17,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0253,Hospital A,FU2970ZP,Scalpel Size 10,Scalpel Size 10 - Premium,BAG,Surgical,MedSupply Corp,HealthEquip Direct,571382,VP-6243,CAT-53121,841.09,LOT-47776,BATCH-3521,2027-10-23,None,PO-860935,2023-01-12,Pending,5,17,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0254,Hospital A,FU2970ZP,Scalpel Size 10,Scalpel Size 10 - Premium,BAG,Surgical,MedSupply Corp,HealthEquip Direct,571382,VP-6243,CAT-53121,841.09,LOT-47776,BATCH-3521,2027-10-23,None,PO-860935,2023-01-12,Pending,5,17,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0255,Hospital A,FU2970ZP,Scalpel Size 10,Scalpel Size 10 - Premium,BAG,Surgical,MedSupply Corp,HealthEquip Direct,571382,VP-6243,CAT-53121,841.09,LOT-47776,BATCH-3521,2027-10-23,None,PO-860935,2023-01-12,Pending,5,17,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0256,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0257,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0258,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0259,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0260,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0261,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0262,Hospital A,HS76574M,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,865522,VP-4381,CAT-38555,1104.31,LOT-34070,BATCH-7657,2028-10-10,None,PO-795125,2025-09-11,Delivered,149,12,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN0263,Hospital A,EM4241YE,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Medical,SurgiTech LLC,United Medical Suppliers,436403,VP-3830,CAT-86820,640.0,LOT-40441,BATCH-3458,2026-07-23,Active,PO-286394,2024-05-31,Pending,168,10,Receiving Dock,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN0264,Hospital A,EM4241YE,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Medical,SurgiTech LLC,United Medical Suppliers,436403,VP-3830,CAT-86820,640.0,LOT-40441,BATCH-3458,2026-07-23,Active,PO-286394,2024-05-31,Pending,168,10,Receiving Dock,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN0265,Hospital A,EM4241YE,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Medical,SurgiTech LLC,United Medical Suppliers,436403,VP-3830,CAT-86820,640.0,LOT-40441,BATCH-3458,2026-07-23,Active,PO-286394,2024-05-31,Pending,168,10,Receiving Dock,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN0266,Hospital A,EM4241YE,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Medical,SurgiTech LLC,United Medical Suppliers,436403,VP-3830,CAT-86820,640.0,LOT-40441,BATCH-3458,2026-07-23,Active,PO-286394,2024-05-31,Pending,168,10,Receiving Dock,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN0267,Hospital A,EM4241YE,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Medical,SurgiTech LLC,United Medical Suppliers,436403,VP-3830,CAT-86820,640.0,LOT-40441,BATCH-3458,2026-07-23,Active,PO-286394,2024-05-31,Pending,168,10,Receiving Dock,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN0268,Hospital A,EM4241YE,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Medical,SurgiTech LLC,United Medical Suppliers,436403,VP-3830,CAT-86820,640.0,LOT-40441,BATCH-3458,2026-07-23,Active,PO-286394,2024-05-31,Pending,168,10,Receiving Dock,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN0269,Hospital A,QJ11272I,Scalpel Size 10,Scalpel Size 10 - Imported,BOX,Implant,MedSupply Corp,MedLogix,463623,VP-9173,CAT-49917,1203.56,LOT-94831,BATCH-5828,2024-05-23,None,PO-997609,2027-02-01,Canceled,119,26,Receiving Dock,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
